project_id,project_description,managing_agency_id,managing_agency,ten_year_plan_category,community_boards_served,borough,budget_lines,original_budget,city_prior_actuals,city2021,city2022,city2023,city2024,city2025,city_r_t_c,city_total,non_city_prior_actuals,non_city2021,non_city2022,non_city2023,non_city2024,non_city2025,non_city_r_t_c,non_city_total,combined_prior_actuals,combined2021,combined2022,combined2023,combined2024,combined2025,combined_r_t_c,combined_total,explanation_for_delay,project_location,scope_summary,source_pdf
HP-254-L,TRC - CONS OF DECHLORINATION FACILITY @ HUNTS POINT WWTP,826,DEPT ENVIRONMENTAL PROTECTION,CONSENT DECREE UPGRADING AND CONSTRUCTION,200,BRONX,WP-0282,22552,0,0,0,20470,0,0,0,20470,0,0,0,0,0,0,0,0,0,0,0,20470,0,0,0,20470,,"COSTER STREET & RYAWA AVENUE, BRONX, NEW YORK 10474",CONSTRUCTION OF DECHLORINATION FACILITY TO UTILIZE SODIUM BISULFITE AT THE EFFLUENT AT,cpd11-20bx.pdf
HP-3R,RECONSTRUCTION OF EXISTING DIGESTERS AT HUNTS POINT WPCP,826,DEPT ENVIRONMENTAL PROTECTION,PLANT COMPONENT STABILIZATION,200 202,BRONX,WP-0056,40000,17392,129,0,0,0,0,0,17521,34055,0,0,0,0,0,0,34055,51447,129,0,0,0,0,0,51576,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,,RECONSTRUCT EXISTING DIGESTERS AT HUNTS POINT WATER POLLUTION CONTROLPLANT,cpd11-20bx.pdf
JRAQ-REH,JEROME RESERVOIR & AQUEDUCT REHABILITATION,826,DEPT ENVIRONMENTAL PROTECTION,WATER QUALITY PRESERVATION,207,BRONX,WM-0105,31000,36429,39920,0,0,0,0,0,76349,0,0,0,0,0,0,0,0,36429,39920,0,0,0,0,0,76349,,,JEROME RESERVOIR & AQUEDUCT REHABILITATION,cpd11-20bx.pdf
PS-236A,Throgs Neck Pumping Station Rehabilitation and Improvements,826,DEPT ENVIRONMENTAL PROTECTION,PLANT UPGRADING AND RECONSTRUCTION,200,BRONX,WP-0269,54000,4300,0,49800,0,0,0,0,54100,0,0,0,0,0,0,0,0,4300,0,49800,0,0,0,0,54100,,,RECONSTRUCTION OF THROGS NECK PS,cpd11-20bx.pdf
PS-288,233RD STREET PUMPING STATION,826,DEPT ENVIRONMENTAL PROTECTION,PLANT UPGRADING AND RECONSTRUCTION,200,BRONX,WP-0269,2000,0,0,0,0,0,0,27500,27500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27500,27500,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,233RD STREET PUMPING STATION,233RD STREET PUMPING STATION,cpd11-20bx.pdf
PS-290,CONNER STREET PUMPING STATION,826,DEPT ENVIRONMENTAL PROTECTION,PLANT UPGRADING AND RECONSTRUCTION,200,BRONX,WP-0269,9848,0,0,0,17000,0,0,0,17000,0,0,0,0,0,0,0,0,0,0,0,17000,0,0,0,17000,,CONNOR STREET PUMPING STATION,CONNOR STREET PUMPING STATION,cpd11-20bx.pdf
SEX002272,Combined SE Replacement in Davidson Avenue. Bronx,826,DEPT ENVIRONMENTAL PROTECTION,REPLACEMENT OR AUGMENTATION OF EXISTING SYSTEMS,205,BRONX,SE-0002X,239,0,239,0,0,0,0,0,239,0,0,0,0,0,0,0,0,0,239,0,0,0,0,0,239,,,THI PROJECT IS IN CONJUNCTION WITH DOT HIGHWAY PROJECT ID HWXS711 TO REPLACE COMBINED,cpd11-20bx.pdf
SEX002273,Replacement of combined sewers in Bruckner Blvd BRONX,826,DEPT ENVIRONMENTAL PROTECTION,REPLACEMENT OR AUGMENTATION OF EXISTING SYSTEMS,202,BRONX,SE-0002X,1153,0,0,0,1023,0,0,0,1023,0,0,0,0,0,0,0,0,0,0,0,1023,0,0,0,1023,,,REPAIR/ REPLACE COMBINES SEWER IN BRUCKNER BOULEVARD AND OTHER LOCATIONS IN THE,cpd11-20bx.pdf
S136-264L,Bronx 5 Garage Roof Replacement,827,DEPARTMENT OF SANITATION,GARAGES AND FACILITIES,205,BRONX,S-0136,0,1311,87,0,0,0,0,0,1398,0,0,0,0,0,0,0,0,1311,87,0,0,0,0,0,1398,,,REPLACE ROOF,cpd11-20bx.pdf
S136-332M,BRONX 6/6A GARAGE REHAB,827,DEPARTMENT OF SANITATION,GARAGES AND FACILITIES,206 207,BRONX,S-0136,20240,1935,2173,2417,23392,0,0,0,29917,0,0,0,0,0,0,0,0,1935,2173,2417,23392,0,0,0,29917,,,BRONX 6/6A GARAGE REHAB,cpd11-20bx.pdf
S136-424,"Bronx 12 Rehabilitation (Slabs, Roof, Fueling Enclosure)",827,DEPARTMENT OF SANITATION,GARAGES AND FACILITIES,212,BRONX,S-0136,44594,1881,4096,37706,0,0,0,0,43683,0,0,0,0,0,0,0,0,1881,4096,37706,0,0,0,0,43683,,,FLOOR SLAB REPLACEMENT,cpd11-20bx.pdf
S136-429,Bronx 3A 1661 West Farms Road Garage Reconstruction,827,DEPARTMENT OF SANITATION,GARAGES AND FACILITIES,203,BRONX,S-0136,9891,0,0,0,853,0,6353,0,7206,0,0,0,0,0,0,0,0,0,0,0,853,0,6353,0,7206,,,REHAB,cpd11-20bx.pdf
S136-429D,Bronx 3A 1661 West Farms Road Garage Demolition,827,DEPARTMENT OF SANITATION,GARAGES AND FACILITIES,203,BRONX,S-0136,300,447,2908,0,0,0,0,0,3355,0,0,0,0,0,0,0,0,447,2908,0,0,0,0,0,3355,,,DEMOLITION,cpd11-20bx.pdf
S136-440C,Bronx 9/10/11 South Lot Sidewalk and Driveway Rconstruction,827,DEPARTMENT OF SANITATION,GARAGES AND FACILITIES,201,BRONX,S-0136,225,0,225,0,0,0,0,0,225,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,225,,,DRIVEWAY AND CURB CUT TO ACCESS FUEL STATION,cpd11-20bx.pdf
S136-464G,Bronx 3 Sec 31 Roof Replacement Washington Ave,827,DEPARTMENT OF SANITATION,GARAGES AND FACILITIES,203,BRONX,S-0136,144,0,514,0,0,0,0,0,514,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0,514,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,,ROOF REPLACEMENT,cpd11-20bx.pdf
S195-228M,Bronx 2 Salt Shed Rehabilitation,827,DEPARTMENT OF SANITATION,GARAGES AND FACILITIES,202,BRONX,S-0195,350,0,250,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,250,,,DEMOLISH UNSAFE ROOF,cpd11-20bx.pdf
S248-423,Bronx 9/10/11 Garage Replacement,827,DEPARTMENT OF SANITATION,GARAGES AND FACILITIES,200,BRONX,S-0248,266742,31853,417,0,23000,261586,0,3000,319856,0,0,0,0,0,0,0,0,31853,417,0,23000,261586,0,3000,319856,,,REPLACEMENT OF THE BRONX 9/10/11 GARAGES,cpd11-20bx.pdf
SANDBX12G,Hurricane Sandy Bronx 12 Garage R/R & Haz Mitigation,827,DEPARTMENT OF SANITATION,GARAGES AND FACILITIES,212,BRONX,S-0136,1197,143,17,100,0,0,0,0,260,0,0,786,0,0,0,0,786,143,17,886,0,0,0,0,1046,,,REPLACEMENT WORK AND HAZRD MITIGATION DUE TO HURRICANE SANDY,cpd11-20bx.pdf
BRX2110,BOSTON ROAD OVER BRONX RIVER BIN,841,DEPARTMENT OF TRANSPORTATION,USEFUL LIFE EXTENSION,200 211,BRONX,HB-0215,12036,1326,0,942,0,19588,0,0,21856,0,0,0,0,0,0,0,0,1326,0,942,0,19588,0,0,21856,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,,BOSTON ROAD OVER BRONX RIVER ÝBIN,cpd11-20bx.pdf
BRX9579,BOSTON ROAD OVER HUTCHINSON RIVER BIN,841,DEPARTMENT OF TRANSPORTATION,USEFUL LIFE EXTENSION,200 212,BRONX,HB-1070 HB-0215,185832,4908,0,74894,0,0,0,0,79802,0,0,0,0,0,0,0,0,4908,0,74894,0,0,0,0,79802,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,,BOSTON POST ROAD OVER HUTCHINSON RIVER ÝBIN,cpd11-20bx.pdf
BXECONDEV,FA - BX Council for Economic Devel. - Streetscape Furniture,841,DEPARTMENT OF TRANSPORTATION,COMMERCIAL DEVELOPMENT,200,BRONX,ED-D384,1430,754,88,0,0,0,0,0,842,38,0,0,0,0,0,0,38,792,88,0,0,0,0,0,880,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,,BRONX COUNCIL FOR ECONOMIC DEVELOPMENT-STREETSCAPE FURNITURE,cpd11-20bx.pdf
CTYISLBRD,Reconstruction of City Island Access Bridge,841,DEPARTMENT OF TRANSPORTATION,RECONSTRUCTION OF FERRY TERMINAL FACILITIES,200,BRONX,FA-0021,5180,6941,763,0,0,0,0,4996,12700,0,0,0,0,0,0,0,0,6941,763,0,0,0,0,4996,12700,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,,RECON CITY ISLAND ACCESS BRIDGE,cpd11-20bx.pdf
HBBA06672,EAST 174TH ST/SHERIDAN EXPWY AMTRAK BIN# 2066720,841,DEPARTMENT OF TRANSPORTATION,FAIR BRIDGES,200,BRONX,HB-6672,14670,3734,0,6770,0,14330,116621,0,141455,0,0,0,0,0,0,0,0,3734,0,6770,0,14330,116621,0,141455,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,EAST 174TH ST/SHERIDAN EXPWY AMTRAK BIN# 2066720,EAST 174TH ST/SHERIDAN EXPWY AMTRAK BIN# 2066720,cpd11-20bx.pdf
HBBA24138,Pelham Bay Park Equestrian over Amtrak- CSX BIN 2241380,841,DEPARTMENT OF TRANSPORTATION,FAIR BRIDGES,200,BRONX,P-0508,41329,1709,0,1402,0,3360,35358,0,41829,0,0,0,0,0,0,0,0,1709,0,1402,0,3360,35358,0,41829,,PELHAM BAY PARK EQUESTRIAN OVER AMTRAK- CSX BIN 2241380,PELHAM BAY PARK EQUESTRIAN OVER AMTRAK- CSX BIN 2241380,cpd11-20bx.pdf
HBBA24180,East 183rd St over MNRR Har BIN 2241800,841,DEPARTMENT OF TRANSPORTATION,BRIDGE LIFE EXTENSION AND MISCELLANEOUS WORK,200,BRONX,HB-1139,22339,1010,1054,0,9739,0,0,0,11803,0,0,0,11200,0,0,0,11200,1010,1054,0,20939,0,0,0,23003,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,EAST 183RD ST OVER MNRR HAR BIN 2241800,EAST 183RD ST OVER MNRR HAR BIN 2241800,cpd11-20bx.pdf
HBBA24181,East 188th St over MNRR Har BIN 2241810,841,DEPARTMENT OF TRANSPORTATION,FAIR BRIDGES,200,BRONX,HB-1172,30967,1592,1208,0,28967,0,0,0,31767,0,0,0,0,0,0,0,0,1592,1208,0,28967,0,0,0,31767,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,EAST 188TH ST OVER MNRR HAR BIN 2241810,EAST 188TH ST OVER MNRR HAR BIN 2241810,cpd11-20bx.pdf
HBBA24245,EAST 233RD ST/ BRONX RIVER BIN # 2242459,841,DEPARTMENT OF TRANSPORTATION,FAIR BRIDGES,200,BRONX,HB-1012 HB-0215,24927,1942,0,1191,0,23010,0,0,26143,0,0,0,0,0,0,0,0,1942,0,1191,0,23010,0,0,26143,,EAST 233RD ST/ BRONX RIVER,EAST 233RD ST/ BRONX RIVER BIN # 2242459,cpd11-20bx.pdf
HBX1086,WESTCHESTER AVE BR OVER HUTCH RIVER PKWY 2-075837,841,DEPARTMENT OF TRANSPORTATION,BRIDGE LIFE EXTENSION AND MISCELLANEOUS WORK,210 211,BRONX,HB-1086,27909,27928,2995,5207,0,0,0,0,36130,44388,344,0,0,0,0,0,44732,72316,3339,5207,0,0,0,0,80862,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,,WESTCHESTER AVE BRIDGE,cpd11-20bx.pdf
HBX1103,CONCOURSE VLGE AVE/ M-N 2-24159-0,841,DEPARTMENT OF TRANSPORTATION,FAIR BRIDGES,204,BRONX,HB-1103,10949,1918,2592,0,0,46059,0,0,50569,0,0,0,0,0,0,0,0,1918,2592,0,0,46059,0,0,50569,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,,,cpd11-20bx.pdf
HBX1127,RECON PELHAM PKWY BRIDGE OVER HUTCHINSON PKWY 2-07584-9,841,DEPARTMENT OF TRANSPORTATION,BRIDGE LIFE EXTENSION AND MISCELLANEOUS WORK,210 211,BRONX,HB-1012 HB-1127,10870,8349,300,0,0,48349,0,0,56998,0,0,0,0,0,0,0,0,8349,300,0,0,48349,0,0,56998,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,,,cpd11-20bx.pdf
HBX1131,BRUCKNER EXP / WESTCHESTER CREEK 1-066510,841,DEPARTMENT OF TRANSPORTATION,FAIR BRIDGES,209 210,BRONX,HB-1131,57008,120622,3620,3290,61,0,0,0,127593,162686,0,0,0,0,0,0,162686,283308,3620,3290,61,0,0,0,290279,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,,,cpd11-20bx.pdf
HBX1148B,SHORE ROAD BRIDGE / HUTCHINSON RIVER 2-240200,841,DEPARTMENT OF TRANSPORTATION,FAIR BRIDGES,210,BRONX,HB-1148,113110,14643,1146,2026,0,1150,0,244411,263376,0,0,0,0,0,0,60000,60000,14643,1146,2026,0,1150,0,304411,323376,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,N/A,,cpd11-20bx.pdf
HBX1190,GRAND CONCOURSE / METRO NORTH RR HUD2-24140-9,841,DEPARTMENT OF TRANSPORTATION,FAIR BRIDGES,204,BRONX,HB-1190,16514,68848,0,4295,0,0,0,0,73143,438,1165,0,0,0,0,0,1603,69286,1165,4295,0,0,0,0,74746,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,NA,,cpd11-20bx.pdf
HBX1215,E. 175TH ST/METRO NORTH RR HAR 2-24174-0 TD PKG 1,841,DEPARTMENT OF TRANSPORTATION,BRIDGE LIFE EXTENSION AND MISCELLANEOUS WORK,200 205,BRONX,HB-4174 TF-0002 TF-0502 HB-1012,5799,6840,11687,3202,0,0,0,0,21729,0,799,0,0,0,0,0,799,6840,12486,3202,0,0,0,0,22528,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,E. 175TH ST/METRO NORTH RR HAR 2-24174-0,E. 175TH ST/METRO NORTH RR HAR 2-24174-0 TD PKG 1,cpd11-20bx.pdf
HBX1460,WEST TREMONT AVENUE OVER METRO NORTH RR BIN,841,DEPARTMENT OF TRANSPORTATION,BRIDGE LIFE EXTENSION AND MISCELLANEOUS WORK,200 205,BRONX,HB-4146,27508,7298,1710,50315,0,0,0,0,59323,0,0,22000,0,0,0,0,22000,7298,1710,72315,0,0,0,0,81323,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,,WEST TREMONT AVENUE OVER METRO NORTH RR ÝBIN,cpd11-20bx.pdf
HBX156,E 156TH ST BRIDGE OVER ACCESS TO HOUSING (BIN 2270030),841,DEPARTMENT OF TRANSPORTATION,FAIR BRIDGES,200 201,BRONX,HB-7003,9916,1886,0,4114,0,60000,0,0,66000,0,0,0,0,0,0,0,0,1886,0,4114,0,60000,0,0,66000,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,RECONSTRUCTION OF E 156TH ST BRIDGE OVER ACCESS TO HOUSING (BIN 2270030),RECONSTRUCTION OF E 156TH ST BRIDGE OVER ACCESS TO HOUSING (BIN 2270030),cpd11-20bx.pdf
HBX163,"5 Bridges - Melrose, Bronx",841,DEPARTMENT OF TRANSPORTATION,FAIR BRIDGES,200 201,BRONX,HB-0163 HD-0098,14751,22859,2662,0,0,0,0,0,25521,0,0,0,0,0,0,0,0,22859,2662,0,0,0,0,0,25521,,"FIVE BRIDGES - MELROSE, BRONX","FIVE BRIDGES - MELROSE, BRONX",cpd11-20bx.pdf
HBX180,E. 180TH ST OVER METRO NORTH RR HAR (BIN 2-24179-0),841,DEPARTMENT OF TRANSPORTATION,FAIR BRIDGES,200 206,BRONX,HB-1010 TF-0002 TF-0502 WM-0001 HB-0215,8120,8798,24286,1530,0,0,0,0,34614,0,3060,0,0,0,0,0,3060,8798,27346,1530,0,0,0,0,37674,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,E. 180TH ST OVER METRO NORTH RR HAR (BIN 2241790),E. 180TH ST OVER METRO NORTH RR HAR (BIN 2241790),cpd11-20bx.pdf
HBX199,E153RD ST BR AT PARK AVE OVER RR,841,DEPARTMENT OF TRANSPORTATION,BRIDGE LIFE EXTENSION AND MISCELLANEOUS WORK,201 204,BRONX,HB-0061 HB-0199,121223,20773,0,0,0,0,3500,7977,32250,0,0,0,0,0,0,0,0,20773,0,0,0,0,3500,7977,32250,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,,THE WORK CONSISTS OF DEMOLITION OF THE EAST 153RD STREET BRIDGE OVER TNORTH COMMUTER,cpd11-20bx.pdf
HBX2370,REHAB GRAND CONCOURSE BIN 2242370,841,DEPARTMENT OF TRANSPORTATION,BRIDGE LIFE EXTENSION AND MISCELLANEOUS WORK,200 201 204 205 207,BRONX,HB-1070,17721,0,0,0,0,2077,0,26600,28677,0,0,0,0,0,0,0,0,0,0,0,0,2077,0,26600,28677,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,,REHAB GRAND CONCOURSE BIN 2242370,cpd11-20bx.pdf
HBX644S,MADISON AVE BR - REHAB OF ELECTRICAL AND MECHANICAL SYSTEM,841,DEPARTMENT OF TRANSPORTATION,BRIDGE LIFE EXTENSION AND MISCELLANEOUS WORK,201 204,BRONX,HB-0644,43944,28962,495,1111,0,0,0,0,30568,21360,0,40,0,0,0,0,21400,50322,495,1151,0,0,0,0,51968,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,MAIDISON AVE BR - SEISMIC RETROFITTING & REHABILITATION,MADISON AVE BR - SEISMIC RETROFITTING & REHABILITATION,cpd11-20bx.pdf
HW2CR19A,Citywide Milling - Bronx,841,DEPARTMENT OF TRANSPORTATION,PRIMARY STREET RESURFACING,200,BRONX,HW-0002X,5857,5555,637,0,0,0,0,0,6192,0,0,0,0,0,0,0,0,5555,637,0,0,0,0,0,6192,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,,CITYWIDE MILLING- BRONX,cpd11-20bx.pdf
HWCWSTPR,NY RESTORATION PROJECT - DEVELOP & DESIGN STREET PIER,841,DEPARTMENT OF TRANSPORTATION,PRIMARY STREET RECONSTRUCTION,,BRONX,HW-X001 HW-D105,2750,0,0,0,0,0,0,2750,2750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2750,2750,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,,NY RESTORATION PROJECT - DEVELOP & DESIGN STREET PIER,cpd11-20bx.pdf
HWS2021X,PRIOR NOTICE SIDEWALK - BRONX,841,DEPARTMENT OF TRANSPORTATION,SIDEWALK RECONSTRUCTION,200,BRONX,HW-0200 P-1331,2280,0,1323,0,0,0,0,0,1323,0,957,0,0,0,0,0,957,0,2280,0,0,0,0,0,2280,,PRIOR NOTICE SIDEWALKS - BRONX,PRIOR NOTICE SIDEWALKS - BRONX,cpd11-20bx.pdf
HWX1048A,South Bronx Greenway,841,DEPARTMENT OF TRANSPORTATION,PRIMARY STREET RECONSTRUCTION,200,BRONX,HW-0001X,10259,0,0,0,0,0,0,10259,10259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10259,10259,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,SOUTH BRONX GREENWAY,SOUTH BRONX GREENWAY,cpd11-20bx.pdf
HWX405,Southern Blvd Pedestrian and Bike Improvements,841,DEPARTMENT OF TRANSPORTATION,PRIMARY STREET RECONSTRUCTION,200,BRONX,HW-0001X,9482,0,0,0,0,0,9482,0,9482,0,0,0,0,0,0,0,0,0,0,0,0,0,9482,0,9482,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,SOUTHERN BLVD PEDESTRIAN AND BIKE IMPROVEMENTS (BEDFORD PARK BLVD TO E 179TH ST),SOUTHERN BLVD PEDESTRIAN AND BIKE IMPROVEMENTS (BEDFORD PARK BLVD TO E 179TH ST),cpd11-20bx.pdf
HWX711,Bronx River Greenway @ 233rd St,841,DEPARTMENT OF TRANSPORTATION,PRIMARY STREET RECONSTRUCTION,200,BRONX,HW-0001X,750,0,0,0,2625,0,0,0,2625,0,0,0,750,0,0,0,750,0,0,0,3375,0,0,0,3375,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,BRONX RIVER GREENWAY @ 233RD ST.,BRONX RIVER GREENWAY @ 233RD ST.,cpd11-20bx.pdf
HWXJEROME,Jerome Avenue Safety Improvements,841,DEPARTMENT OF TRANSPORTATION,PRIMARY STREET RECONSTRUCTION,200,BRONX,HW-0001,48253,0,0,0,0,8553,0,0,8553,0,0,0,0,0,0,0,0,0,0,0,0,8553,0,0,8553,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,,JEROME AVENUE SAFETY IMPROVEMENTS,cpd11-20bx.pdf
TFD005X01,DOT Camera install at Clay Avenue Step Street and 169th BX,841,DEPARTMENT OF TRANSPORTATION,SIGNAL INSTALLATION AND COMPUTERIZATION,200,BRONX,TF-D005,75,0,0,75,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,75,,,(PB) DOT 169TH STREET CLAY AVENUE--DOT CAMERA INSTALLATION AT CLAY AVENUE STEP STREET,cpd11-20bx.pdf
TFD503X21,CLAY AV.HISTORIC DISTRICT OLD-STYLE ST LAMP BET. E165& 167TH,841,DEPARTMENT OF TRANSPORTATION,INSTALLATION OF LAMPPOSTS AND LUMINAIRES,200 204,BRONX,TF-D503,200,73,0,0,0,127,0,0,200,0,0,0,0,0,0,0,0,73,0,0,0,127,0,0,200,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,CLAY AV. HSITORIC DISTRICT OLD-STYLE LAMP BET. E165& 167TH,CLAY AV. HSITORIC DISTRICT OLD-STYLE LAMP BET. E165& 167TH,cpd11-20bx.pdf
TFX50301,GRAND CONCOURSE DECORATIVE STREET LIGHTING,841,DEPARTMENT OF TRANSPORTATION,INSTALLATION OF LAMPPOSTS AND LUMINAIRES,200 201 204 205 207,BRONX,TF-X503,250,654,0,0,0,177,0,0,831,0,0,0,0,0,0,0,0,654,0,0,0,177,0,0,831,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,GRAND CONCOURSE DECORATIVE STREET LIGHTING,GRAND CONCOURSE DECORATIVE STREET LIGHTING,cpd11-20bx.pdf
TRANSBCTY,Reconstruction Transfer Bridge Structure at City Island,841,DEPARTMENT OF TRANSPORTATION,RECONSTRUCTION OF FERRY TERMINAL FACILITIES,200,BRONX,FA-0021,3400,0,0,340,0,3060,0,0,3400,0,0,0,0,0,0,0,0,0,0,340,0,3060,0,0,3400,,,RECONSTRUCT TRANSFER BRIDGE STRUCTURE AT CITY ISLAND,cpd11-20bx.pdf
GXBXGI-01,Bronx Parkland Green Infrastructure Retrofits,846,DEPT OF PARKS AND RECREATION,LAND ACQUISITION AND TREE PLANTING,200,BRONX,WP-0169 P-D021,2270,604,0,1640,1864,0,0,0,4108,0,0,0,0,0,0,0,0,604,0,1640,1864,0,0,0,4108,,BRONX PARKLAND GREEN INFRASTRUCTURE RETROFITS,BRONX PARKLAND GREEN INFRASTRUCTURE RETROFITS,cpd11-20bx.pdf
HIF-1FSPB,Franz Sigel Park Ballfields-Install BallField Lighting,846,DEPT OF PARKS AND RECREATION,NEIGHBORHOOD PARKS AND PLAYGROUNDS,200,BRONX,P-D021 ED-0075,9614,903,53,6311,2447,0,0,0,9714,0,0,0,0,0,0,0,0,903,53,6311,2447,0,0,0,9714,,"GERARD AVE., WALTON AVE., GRAND CONCOURSE BET. E. 151 ST., E. 153 ST.AND E. 158 ST IN THE",FRANZ SIGEL PARK BALLFIELD LIGHTING,cpd11-20bx.pdf
NDF-BRPLG,NDF-Bridge Playground- X148A3-318M,846,DEPT OF PARKS AND RECREATION,NEIGHBORHOOD PARKS AND PLAYGROUNDS,200 204 205,BRONX,P-X245,1575,2522,359,0,0,0,0,0,2881,0,0,0,0,0,0,0,0,2522,359,0,0,0,0,0,2881,,HARLEM RIVER BETWEEN W 175 STREET AND ALEXANDER HAMILTON BRIDGE,BRIDGE PLAYGROUND,cpd11-20bx.pdf
NDF-CPFSP,NDF-CORPORAL FISCHER PLAYGROUND X269-119M,846,DEPT OF PARKS AND RECREATION,NEIGHBORHOOD PARKS AND PLAYGROUNDS,200 204,BRONX,ED-0384,4642,394,4642,0,0,0,0,0,5036,0,0,0,0,0,0,0,0,394,4642,0,0,0,0,0,5036,,NELSON AVE BET. W169 STREET AND W. 170 ST BOROUGH OF THE BRONX,CORPROAL FISHCER PLAYGROUND CONSTRUCTION,cpd11-20bx.pdf
NDF-DVDSO,Neighborhood Dev. Fund-1801 Davidson,846,DEPT OF PARKS AND RECREATION,NEIGHBORHOOD PARKS AND PLAYGROUNDS,200,BRONX,ED-0384,11233,942,146,10314,0,0,0,0,11402,0,0,0,0,0,0,0,0,942,146,10314,0,0,0,0,11402,,BRONX,NEIGHBORHOOD DEV. FUND-1801 DAVIDSON,cpd11-20bx.pdf
NDF-GRANT,NDF-Grant Park X271-119M,846,DEPT OF PARKS AND RECREATION,NEIGHBORHOOD PARKS AND PLAYGROUNDS,200 204,BRONX,ED-0384 HW-0001M P-X245,25717,2008,1368,24114,0,0,0,0,27490,0,0,0,0,0,0,0,0,2008,1368,24114,0,0,0,0,27490,,EAST 170 STREET BET SHERIDAN AVENUE AND MORRIS AVENUE,NDF-GRANT PARK -NEW DEVELOPMENT,cpd11-20bx.pdf
NDF-MORTN,NDF-MORTON PLAYGROUND RECONSTRUCTION (X001A),846,DEPT OF PARKS AND RECREATION,"LARGE, MAJOR AND REGIONAL PARK RECONSTRUCTION",200 205 207,BRONX,ED-0384,5216,283,5153,0,0,0,0,0,5436,0,0,0,0,0,0,0,0,283,5153,0,0,0,0,0,5436,,MORTON PL & UNIVERSITY AVE BOROUGH OF BRONX,RECONSTRUCTION OF MORTONPLAYGROUND USIING NDF FUNDS,cpd11-20bx.pdf
NDF-SOAQK,NDF-Aqueduct Walk,846,DEPT OF PARKS AND RECREATION,NEIGHBORHOOD PARKS AND PLAYGROUNDS,200,BRONX,ED-0384,10000,0,1000,0,0,9000,0,0,10000,0,0,0,0,0,0,0,0,0,1000,0,0,9000,0,0,10000,,BOROUGH OF BRONX,NDF- RC AQUEDUCT WALK,cpd11-20bx.pdf
P-100CDAR,Cedar Playground - RC C/S X111-114M,846,DEPT OF PARKS AND RECREATION,NEIGHBORHOOD PARKS AND PLAYGROUNDS,200 205,BRONX,P-X245,1200,1193,60,0,86,0,0,0,1339,0,0,0,0,0,0,0,0,1193,60,0,86,0,0,0,1339,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,"CEDAR PLGD, THE BRONX",CEDAR PLGD RC,cpd11-20bx.pdf
P-101BPAR,Brook Park - sitting area & comfort station,846,DEPT OF PARKS AND RECREATION,NEIGHBORHOOD PARKS AND PLAYGROUNDS,200 204,BRONX,P-D021 P-X245,1850,178,0,0,0,884,0,0,1062,0,0,0,0,0,0,0,0,178,0,0,0,884,0,0,1062,PROJECT DELAYED DUE TO UNFORESEEN SITE/FIELD CONDITION,BRONX,BROOK PARK RECON SITTING AREA AND COMFORT STATION.,cpd11-20bx.pdf
